product_id,product_name,category,sub_category,sales,profit,quantity,orders,customers,profit_margin
TEC-CO-10000013,"Brother Fax Machine, Laser",Technology,Copiers,10879.0,3548.0910000000003,39.0,8,8,0.3261412813677728
TEC-PH-10000780,"Cisco Smart Phone, with Caller ID",Technology,Phones,8504.0,3486.9900000000002,13.0,4,4,0.41004115710254
TEC-CO-10004567,"Brother Fax Machine, Color",Technology,Copiers,7856.0,3455.259,25.0,6,6,0.43982421079429734
TEC-PH-10000169,"Apple Smart Phone, with Caller ID",Technology,Phones,9118.0,3343.9559999999997,20.0,4,4,0.36674226804123705
TEC-MA-10000045,Zebra ZM400 Thermal Label Printer,Technology,Machines,6966.0,3343.536,6.0,2,2,0.4799793281653747
OFF-AP-10001931,"Cuisinart Stove, Red",Office Supplies,Appliances,9151.0,3337.29,18.0,5,5,0.3646912905693367
TEC-HEW-10003829,"Hewlett Wireless Fax, High-Speed",Technology,Copiers,6810.0,3337.2000000000003,18.0,7,7,0.49004405286343616
TEC-CO-10002526,"Sharp Wireless Fax, Digital",Technology,Copiers,9113.0,3288.7428,26.0,6,6,0.3608847580379677
FUR-BO-10002300,"Dania Classic Bookcase, Traditional",Furniture,Bookcases,7613.0,3283.292,31.0,7,7,0.4312743990542493
TEC-PH-10002774,"Nokia Smart Phone, with Caller ID",Technology,Phones,8094.0,3236.84,19.0,4,4,0.399906103286385
FUR-BO-10001501,"Bush Classic Bookcase, Metal",Furniture,Bookcases,8078.0,3144.414,21.0,5,5,0.3892564991334489
TEC-AC-10003955,"Memorex Router, Erganomic",Technology,Accessories,7352.0,3135.8559999999998,48.0,9,9,0.4265310119695321
TEC-CO-10002174,"HP Copy Machine, Laser",Technology,Copiers,6753.0,3102.0074999999997,30.0,7,7,0.4593525099955575
TEC-MOT-10003348,"Motorola Smart Phone, Full Size",Technology,Phones,8613.0,3033.186,14.0,6,6,0.352163706025775
FUR-BO-10004999,"Safco Classic Bookcase, Metal",Furniture,Bookcases,6433.0,3019.1670000000004,15.0,3,3,0.46932488729986016
TEC-CIS-10002344,"Cisco Smart Phone, Full Size",Technology,Phones,15178.0,2982.7470000000003,24.0,8,8,0.19651778890499408
TEC-PH-10002962,"Motorola Smart Phone, Full Size",Technology,Phones,7728.0,2936.52,12.0,2,2,0.37998447204968944
TEC-PH-10000018,"Nokia Smart Phone, Full Size",Technology,Phones,12325.0,2833.88,29.0,8,8,0.22992941176470588
FUR-CH-10001415,"Office Star Executive Leather Armchair, Red",Furniture,Chairs,10920.0,2817.81,25.0,6,6,0.2580412087912088
OFF-AP-10001041,"Hoover Stove, White",Office Supplies,Appliances,6422.0,2817.62,18.0,4,4,0.438744939271255
TEC-SAM-10004785,"Samsung Smart Phone, with Caller ID",Technology,Phones,5725.0,2805.3,9.0,5,5,0.4900087336244542
TEC-PH-10004664,"Nokia Smart Phone, with Caller ID",Technology,Phones,15092.0,2798.2542,26.0,5,5,0.18541307977736549
TEC-AC-10002049,Plantronics Savi W720 Multi-Device Wireless Headset System,Technology,Accessories,6330.0,2784.87,15.0,5,5,0.43994786729857815
OFF-AP-10002945,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Office Supplies,Appliances,8418.0,2778.006,28.0,6,6,0.330007840342124
TEC-AC-10001258,"Belkin Router, Erganomic",Technology,Accessories,5901.0,2773.11,23.0,4,4,0.4699389933909507
TEC-PH-10001751,"Samsung Smart Phone, Cordless",Technology,Phones,7668.0,2760.48,12.0,3,3,0.36
OFF-AP-10002090,"Hamilton Beach Refrigerator, Red",Office Supplies,Appliances,7832.0,2710.4358,16.0,3,3,0.34607198672114403
OFF-AP-10004511,"Cuisinart Refrigerator, Black",Office Supplies,Appliances,6443.0,2705.43,13.0,3,3,0.41990221946298306
TEC-CO-10001008,"Canon Fax and Copier, Laser",Technology,Copiers,5740.0,2697.3,30.0,6,6,0.46991289198606273
OFF-ST-10002555,"Eldon Lockers, Industrial",Office Supplies,Storage,6528.0,2681.811,38.0,10,10,0.41081663602941176
TEC-PH-10001670,"Motorola Smart Phone, Full Size",Technology,Phones,8250.0,2659.6038,14.0,3,3,0.32237621818181816
TEC-AC-10003033,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,Technology,Accessories,7920.0,2613.2039999999997,24.0,6,6,0.32994999999999997
FUR-BO-10004113,"Sauder Classic Bookcase, Pine",Furniture,Bookcases,5540.0,2603.38,19.0,7,7,0.46992418772563177
TEC-AC-10000376,"Memorex Router, Bluetooth",Technology,Accessories,6204.0,2555.652,39.0,8,8,0.41193617021276596
FUR-BO-10001498,"Dania Classic Bookcase, Pine",Furniture,Bookcases,8407.0,2521.6440000000002,34.0,9,9,0.29994575948614255
TEC-AC-10000203,"SanDisk Router, Bluetooth",Technology,Accessories,5983.0,2515.18,39.0,8,8,0.4203877653351161
OFF-BI-10004995,GBC DocuBind P400 Electric Binding System,Office Supplies,Binders,5444.0,2504.2216,4.0,1,1,0.4599966201322557
FUR-CH-10000932,"Harbour Creations Executive Leather Armchair, Red",Furniture,Chairs,5393.0,2480.64,17.0,3,3,0.45997404042277024
OFF-FEL-10001630,"Fellowes Lockers, Industrial",Office Supplies,Storage,5613.0,2468.0699999999997,27.0,13,13,0.43970603955104215
FUR-CH-10004669,"Novimex Executive Leather Armchair, Black",Furniture,Chairs,7818.0,2414.72,29.0,9,9,0.3088667178306472
TEC-CO-10001162,"Canon Wireless Fax, Laser",Technology,Copiers,4921.0,2411.76,13.0,5,5,0.4900955090428775
OFF-AP-10003590,"KitchenAid Refrigerator, Black",Office Supplies,Appliances,9493.0,2404.53,21.0,3,3,0.2532950595175393
TEC-CO-10001628,"Sharp Personal Copier, Digital",Technology,Copiers,5090.0,2398.782,45.0,10,9,0.4712734774066798
FUR-BO-10003991,"Bush Classic Bookcase, Traditional",Furniture,Bookcases,6272.0,2376.576,16.0,4,4,0.3789183673469388
FUR-BO-10000035,"Dania Classic Bookcase, Pine",Furniture,Bookcases,5712.0,2365.2846,14.0,4,4,0.4140904411764706
FUR-BAR-10002449,"Barricks Training Table, Adjustable Height",Furniture,Tables,7371.0,2358.42,23.0,3,3,0.31995929995929995
OFF-AP-10000407,"KitchenAid Refrigerator, Silver",Office Supplies,Appliances,9304.0,2357.844,27.0,6,6,0.2534226139294927
FUR-IKE-10001312,"Ikea Classic Bookcase, Traditional",Furniture,Bookcases,6178.0,2346.75,15.0,6,6,0.37985594043379733
TEC-PH-10001712,"Nokia Smart Phone, Full Size",Technology,Phones,5936.0,2315.04,14.0,3,3,0.39
TEC-CO-10003763,Canon PC1060 Personal Laser Copier,Technology,Copiers,4900.0,2302.9671,7.0,1,1,0.46999328571428567
TEC-CO-10004042,"Brother Wireless Fax, Laser",Technology,Copiers,6326.0,2268.567,17.0,5,5,0.3586100221308884
FUR-BO-10004665,"Bush Classic Bookcase, Mobile",Furniture,Bookcases,5397.0,2266.6800000000003,13.0,2,2,0.4199888827126182
TEC-AC-10003870,Logitech Z-906 Speaker sys - home theater - 5.1-CH,Technology,Accessories,5610.0,2243.932,17.0,4,4,0.3999878787878787
FUR-BUS-10001243,"Bush Classic Bookcase, Pine",Furniture,Bookcases,4554.0,2231.46,11.0,3,3,0.49
TEC-PH-10000896,"Cisco Signal Booster, VoIP",Technology,Phones,6533.0,2220.09,43.0,8,8,0.33982703199142816
OFF-ROG-10003898,"Rogers Lockers, Single Width",Office Supplies,Storage,5421.0,2217.9300000000003,27.0,13,13,0.4091366906474821
TEC-MA-10000161,"Okidata Inkjet, Wireless",Technology,Machines,6015.0,2189.025,21.0,3,3,0.363927680798005
TEC-AC-10003666,"Memorex Router, Bluetooth",Technology,Accessories,6894.0,2161.11,31.0,6,6,0.3134769364664926
TEC-PH-10003713,"Nokia Smart Phone, Cordless",Technology,Phones,7633.0,2137.32,12.0,2,2,0.2800104808070222
TEC-APP-10000308,"Apple Smart Phone, Full Size",Technology,Phones,9924.0,2137.1760000000004,17.0,8,8,0.21535429262394198
TEC-PH-10000030,"Samsung Smart Phone, with Caller ID",Technology,Phones,7157.0,2118.1274999999996,12.0,3,3,0.2959518653066927
FUR-BO-10004142,"Safco Classic Bookcase, Traditional",Furniture,Bookcases,5549.0,2103.1,20.0,6,6,0.3790052261668769
FUR-HAR-10002873,"Harbour Creations Executive Leather Armchair, Adjustable",Furniture,Chairs,7808.0,2094.8399999999997,20.0,4,4,0.26829405737704914
TEC-PH-10001396,"Nokia Smart Phone, Cordless",Technology,Phones,7697.0,2073.615,13.0,3,3,0.2694056125763284
FUR-BO-10004709,"Bush Classic Bookcase, Pine",Furniture,Bookcases,4388.0,2065.848,11.0,3,3,0.47079489516864176
TEC-AC-10001838,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,Technology,Accessories,4800.0,2063.8968,24.0,6,6,0.4299785
TEC-MOT-10000554,"Motorola Smart Phone, Full Size",Technology,Phones,9273.0,2060.352,16.0,6,6,0.22218828857974765
TEC-CO-10001413,"Hewlett Wireless Fax, High-Speed",Technology,Copiers,4163.0,2039.4,11.0,4,4,0.4898871006485708
TEC-CO-10004535,"Hewlett Fax Machine, High-Speed",Technology,Copiers,5681.0,2016.6432,18.0,5,5,0.3549803203661327
TEC-CO-10003901,"HP Copy Machine, Color",Technology,Copiers,4113.0,2014.5,17.0,4,4,0.4897884755652808
OFF-ST-10004381,"Smead Lockers, Industrial",Office Supplies,Storage,8355.0,2004.66,63.0,10,10,0.239935368043088
TEC-MA-10004772,"Konica Inkjet, White",Technology,Machines,6041.0,1997.0055,21.0,5,5,0.33057531865585166
TEC-MA-10002927,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,Technology,Machines,3992.0,1995.99,2.0,1,1,0.49999749498998
FUR-BO-10003282,"Ikea Classic Bookcase, Mobile",Furniture,Bookcases,6214.0,1988.1,15.0,2,2,0.31993884776311554
TEC-APP-10001586,"Apple Speaker Phone, VoIP",Technology,Phones,4935.0,1974.0,40.0,7,7,0.4
FUR-CH-10001490,"Novimex Executive Leather Armchair, Red",Furniture,Chairs,5460.0,1963.44,20.0,5,5,0.3596043956043956
TEC-CO-10000447,"Canon Wireless Fax, Color",Technology,Copiers,6423.0,1945.77,19.0,4,4,0.30293787949556283
FUR-BO-10004472,"Dania Library with Doors, Pine",Furniture,Bookcases,4851.0,1939.76,24.0,7,7,0.399868068439497
TEC-AC-10000420,"Belkin Router, USB",Technology,Accessories,4403.0,1936.98,17.0,3,3,0.43992277992277995
FUR-CH-10004746,"Office Star Executive Leather Armchair, Adjustable",Furniture,Chairs,4278.0,1906.5,15.0,5,5,0.44565217391304346
OFF-ST-10002395,"Rogers Lockers, Single Width",Office Supplies,Storage,4860.0,1896.234,25.0,7,7,0.3901716049382716
OFF-ST-10000624,"Eldon File Cart, Single Width",Office Supplies,Storage,5264.0,1895.97,46.0,12,12,0.3601766717325228
TEC-CO-10003506,"HP Fax Machine, Laser",Technology,Copiers,5916.0,1895.4168,20.0,5,5,0.32038823529411764
TEC-CO-10001926,"Hewlett Wireless Fax, Laser",Technology,Copiers,6083.0,1885.44,16.0,3,3,0.3099523261548578
TEC-CO-10001654,"Hewlett Wireless Fax, Digital",Technology,Copiers,4559.0,1868.7599999999998,12.0,3,3,0.40990568107041014
FUR-CH-10002203,"SAFCO Executive Leather Armchair, Black",Furniture,Chairs,4544.0,1868.13,11.0,1,1,0.41112015845070427
FUR-CH-10004095,"SAFCO Executive Leather Armchair, Adjustable",Furniture,Chairs,6064.0,1843.168,22.0,8,8,0.30395250659630607
FUR-SAF-10000085,"Safco Library with Doors, Pine",Furniture,Bookcases,4380.0,1838.358,13.0,8,8,0.41971643835616435
TEC-CAN-10004291,"Canon Wireless Fax, Digital",Technology,Copiers,4162.0,1830.84,11.0,5,5,0.4398942815953868
TEC-AC-10003415,"SanDisk Router, Erganomic",Technology,Accessories,4574.0,1829.52,18.0,5,5,0.399982509838216
OFF-SME-10000746,"Smead Lockers, Industrial",Office Supplies,Storage,7838.0,1821.42,42.0,12,12,0.2323832610359786
FUR-BO-10003734,"Dania Classic Bookcase, Metal",Furniture,Bookcases,6768.0,1821.15,18.0,4,4,0.2690824468085107
FUR-TA-10004744,"Lesro Conference Table, with Bottom Storage",Furniture,Tables,4288.0,1800.9,5.0,2,2,0.4199860074626866
TEC-CO-10002095,Hewlett Packard 610 Color Digital Copier / Printer,Technology,Copiers,4000.0,1799.964,8.0,3,3,0.449991
OFF-ST-10000288,"Fellowes Lockers, Industrial",Office Supplies,Storage,4820.0,1794.7920000000001,26.0,8,8,0.37236348547717846
TEC-BEL-10003985,"Belkin Router, USB",Technology,Accessories,3963.0,1766.088,16.0,8,8,0.4456442089326268
OFF-ST-10001547,"Rogers Lockers, Industrial",Office Supplies,Storage,6617.0,1751.28,37.0,10,10,0.2646637448995013
FUR-TA-10000184,"Barricks Conference Table, Fully Assembled",Furniture,Tables,6814.0,1744.335,9.0,2,2,0.255992808922806
OFF-ST-10003208,Adjustable Depth Letter/Legal Cart,Office Supplies,Storage,5988.0,1736.5722,33.0,7,7,0.2900087174348698
TEC-CO-10001375,"Brother Copy Machine, Color",Technology,Copiers,4140.0,1735.281,16.0,4,4,0.41914999999999997
FUR-BO-10000980,"Bush Library with Doors, Traditional",Furniture,Bookcases,4999.0,1733.8103999999998,14.0,6,6,0.3468314462892578
FUR-TA-10001360,"Bevis Round Table, Rectangular",Furniture,Tables,5632.0,1732.8192000000001,14.0,3,3,0.3076738636363637
FUR-CH-10003365,"Office Star Executive Leather Armchair, Adjustable",Furniture,Chairs,4744.0,1725.15,11.0,3,3,0.36364881956155143
FUR-TA-10002497,"Chromcraft Computer Table, Adjustable Height",Furniture,Tables,3988.0,1715.499,10.0,2,2,0.43016524573721165
FUR-BO-10003541,"Bush Classic Bookcase, Metal",Furniture,Bookcases,5523.0,1714.116,14.0,5,5,0.31035958718087997
OFF-ST-10001490,"Hot File 7-Pocket, Floor Stand",Office Supplies,Storage,5709.0,1713.312,32.0,8,8,0.30010719915922224
FUR-BO-10002990,"Dania Library with Doors, Traditional",Furniture,Bookcases,3860.0,1706.6399999999999,11.0,4,4,0.4421347150259067
TEC-PH-10001457,"Apple Smart Phone, Full Size",Technology,Phones,16997.0,1676.22,27.0,7,7,0.09861857974936754
FUR-BO-10001471,"Sauder Classic Bookcase, Metal",Furniture,Bookcases,3483.0,1672.08,8.0,2,2,0.48006890611541775
TEC-MA-10003673,Hewlett-Packard Desktjet 6988DT Refurbished Printer,Technology,Machines,3405.0,1668.205,5.0,1,1,0.489928046989721
TEC-PH-10003002,"Cisco Smart Phone, Full Size",Technology,Phones,10422.0,1667.52,16.0,4,4,0.16
TEC-AC-10003832,Logitech P710e Mobile Speakerphone,Technology,Accessories,8752.0,1663.3854000000001,34.0,6,6,0.1900577468007313
TEC-CIS-10001717,"Cisco Smart Phone, with Caller ID",Technology,Phones,5691.0,1661.5980000000002,11.0,5,5,0.2919694254085398
OFF-AP-10000275,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",Office Supplies,Appliances,5907.0,1653.8256000000001,18.0,3,3,0.2799772473336719
OFF-AP-10002244,"Breville Refrigerator, White",Office Supplies,Appliances,5340.0,1640.3304,11.0,2,2,0.3071779775280899
OFF-BI-10001808,"Cardinal Binding Machine, Clear",Office Supplies,Binders,4111.0,1628.505,84.0,17,17,0.3961335441498419
OFF-AP-10004245,"Hoover Stove, Black",Office Supplies,Appliances,4922.0,1623.96,13.0,4,4,0.3299390491670053
OFF-ST-10000078,Tennsco 6- and 18-Compartment Lockers,Office Supplies,Storage,9016.0,1622.8404,34.0,8,8,0.17999560780834073
TEC-CO-10004404,"Brother Copy Machine, High-Speed",Technology,Copiers,3934.0,1612.8,15.0,2,2,0.4099644128113879
OFF-ST-10002615,"Dual Level, Single-Width Filing Carts",Office Supplies,Storage,6201.0,1612.624,40.0,8,8,0.2600587002096436
FUR-BO-10001133,"Ikea Classic Bookcase, Mobile",Furniture,Bookcases,5552.0,1606.998,14.0,4,4,0.2894448847262248
TEC-PH-10000800,"Cisco Smart Phone, Full Size",Technology,Phones,6918.0,1605.408,11.0,4,4,0.23206244579358196
TEC-AC-10004743,"Logitech Router, USB",Technology,Accessories,4455.0,1603.8,27.0,7,7,0.36
OFF-ST-10004060,"Fellowes Lockers, Blue",Office Supplies,Storage,3846.0,1600.1715,19.0,4,4,0.41606123244929794
FUR-BO-10001405,"Bush Stackable Bookrack, Pine",Furniture,Bookcases,4482.0,1588.014,38.0,8,8,0.35430923694779115
TEC-BRO-10000463,"Brother Copy Machine, Color",Technology,Copiers,3691.0,1587.6,14.0,6,6,0.4301273367651043
TEC-PH-10002885,Apple iPhone 5,Technology,Phones,5849.0,1579.0869,9.0,2,2,0.269975534279364
TEC-MA-10002392,"Konica Card Printer, Wireless",Technology,Machines,3154.0,1576.26,18.0,4,4,0.4997653772986684
TEC-CIS-10002259,"Cisco Smart Phone, Cordless",Technology,Phones,14071.0,1563.1680000000001,32.0,10,10,0.11109146471466137
TEC-CO-10000967,"HP Fax Machine, Laser",Technology,Copiers,3900.0,1559.6100000000001,13.0,4,4,0.39990000000000003
FUR-CH-10003941,"Novimex Executive Leather Armchair, Adjustable",Furniture,Chairs,10081.0,1554.4959999999999,36.0,10,10,0.15420057533974801
FUR-CH-10000027,"SAFCO Executive Leather Armchair, Black",Furniture,Chairs,11934.0,1551.42,26.0,5,5,0.13
TEC-MA-10004502,"Epson Inkjet, Wireless",Technology,Machines,4355.0,1543.7885999999999,16.0,4,4,0.354486475315729
OFF-KIT-10000099,"KitchenAid Refrigerator, Silver",Office Supplies,Appliances,4441.0,1538.226,9.0,4,4,0.3463692861968026
TEC-MA-10000002,"Epson Card Printer, Durable",Technology,Machines,5560.0,1519.929,36.0,7,7,0.2733685251798561
OFF-BI-10003650,GBC DocuBind 300 Electric Binding Machine,Office Supplies,Binders,3156.0,1514.8224,6.0,2,2,0.47998174904942964
OFF-AP-10002651,Hoover Upright Vacuum With Dirt Cup,Office Supplies,Appliances,5212.0,1511.3465999999999,18.0,4,4,0.289974405218726
FUR-CH-10002585,"Harbour Creations Executive Leather Armchair, Black",Furniture,Chairs,5540.0,1505.997,12.0,4,4,0.27184061371841156
TEC-EPS-10004558,"Epson Inkjet, Durable",Technology,Machines,4999.0,1505.079,17.0,6,6,0.3010760152030406
OFF-AP-10003057,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,Office Supplies,Appliances,3855.0,1503.5202,14.0,3,3,0.3900182101167315
FUR-CH-10003551,"Hon Swivel Stool, Black",Furniture,Chairs,3507.0,1494.135,24.0,4,4,0.426043627031651
OFF-BI-10004600,Ibico Ibimaster 300 Manual Binding System,Office Supplies,Binders,3312.0,1490.3595,9.0,4,4,0.44998777173913046
TEC-AC-10003814,"Belkin Router, Programmable",Technology,Accessories,3383.0,1488.6299999999999,13.0,3,3,0.44003251551877026
TEC-CO-10002962,"Sharp Wireless Fax, Color",Technology,Copiers,5074.0,1482.612,15.0,6,6,0.2921978715017738
TEC-CO-10001766,Canon PC940 Copier,Technology,Copiers,3150.0,1480.4671,7.0,1,1,0.4699895555555556
OFF-FEL-10001541,"Fellowes Lockers, Wire Frame",Office Supplies,Storage,3856.0,1475.76,21.0,14,14,0.38271784232365147
FUR-CH-10002573,"Office Star Executive Leather Armchair, Adjustable",Furniture,Chairs,10346.0,1469.4,23.0,8,8,0.1420259037309105
OFF-ST-10003153,"Tenex File Cart, Single Width",Office Supplies,Storage,3822.0,1467.714,33.0,8,8,0.38401726844583983
OFF-AP-10002252,"Cuisinart Stove, Black",Office Supplies,Appliances,8602.0,1462.56,24.0,5,5,0.17002557544757033
TEC-HEW-10001074,"Hewlett Fax Machine, Color",Technology,Copiers,4177.0,1462.11,13.0,5,5,0.35003830500359107
TEC-MA-10000010,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,Technology,Machines,3040.0,1459.2,8.0,1,1,0.48000000000000004
OFF-BI-10003925,Fellowes PB300 Plastic Comb Binding Machine,Office Supplies,Binders,3104.0,1458.8424,8.0,2,2,0.46998788659793816
OFF-AP-10002793,"KitchenAid Stove, Black",Office Supplies,Appliances,7865.0,1457.8998,15.0,3,3,0.1853655181182454
TEC-AC-10000890,"Belkin Router, USB",Technology,Accessories,4522.0,1446.2479999999998,27.0,8,8,0.31982485625829277
OFF-KIT-10003683,"KitchenAid Stove, Silver",Office Supplies,Appliances,3996.0,1438.5,7.0,2,2,0.359984984984985
TEC-CO-10003759,"Canon Fax Machine, Laser",Technology,Copiers,3184.0,1432.5,10.0,3,3,0.44990577889447236
TEC-CO-10002284,"Hewlett Copy Machine, Color",Technology,Copiers,5978.0,1428.4905,26.0,8,8,0.23895792907326868
FUR-FU-10000368,"Deflect-O Frame, Durable",Furniture,Furnishings,3575.0,1428.018,34.0,7,7,0.3994455944055944
TEC-NOK-10004339,"Nokia Smart Phone, Cordless",Technology,Phones,4453.0,1424.85,7.0,3,3,0.319975297552212
FUR-BO-10000210,"Ikea Library with Doors, Pine",Furniture,Bookcases,4740.0,1422.33,13.0,5,5,0.3000696202531645
TEC-MA-10000864,Cisco 9971 IP Video Phone Charcoal,Technology,Machines,3080.0,1416.8,7.0,1,1,0.45999999999999996
OFF-AR-10002805,"Boston Sketch Pad, Blue",Office Supplies,Art,3463.0,1413.9,74.0,20,20,0.408287611897199
OFF-HAM-10004896,"Hamilton Beach Microwave, Red",Office Supplies,Appliances,4351.0,1412.094,16.0,3,3,0.3245447023672719
TEC-PH-10002672,"Cisco Smart Phone, Full Size",Technology,Phones,7816.0,1406.8799999999999,18.0,3,3,0.18
OFF-AP-10000584,"Breville Refrigerator, Silver",Office Supplies,Appliances,5200.0,1404.0,10.0,3,3,0.27
TEC-CO-10002313,Canon PC1080F Personal Copier,Technology,Copiers,3600.0,1403.9766,6.0,3,3,0.3899935
FUR-CH-10000777,"Harbour Creations Executive Leather Armchair, Adjustable",Furniture,Chairs,5088.0,1403.824,17.0,6,6,0.27590880503144655
TEC-AC-10004070,"Memorex Router, Programmable",Technology,Accessories,2972.0,1396.8,12.0,4,4,0.4699865410497981
TEC-OKI-10003124,"Okidata Inkjet, Wireless",Technology,Machines,3581.0,1394.46,12.0,6,6,0.38940519407986596
TEC-CO-10000972,"Sharp Fax and Copier, Digital",Technology,Copiers,3029.0,1392.66,18.0,3,3,0.4597755034664906
TEC-CO-10001472,"Sharp Copy Machine, Laser",Technology,Copiers,3095.0,1388.688,14.0,4,4,0.4486875605815832
TEC-CO-10003236,Canon Image Class D660 Copier,Technology,Copiers,3000.0,1379.977,5.0,1,1,0.45999233333333334
TEC-AC-10004145,Logitech diNovo Edge Keyboard,Technology,Accessories,6000.0,1379.9448,24.0,4,4,0.2299908
FUR-CH-10003616,"Novimex Executive Leather Armchair, Adjustable",Furniture,Chairs,4789.0,1376.466,13.0,3,3,0.28742242639381915
OFF-AP-10001406,"Breville Stove, Black",Office Supplies,Appliances,2992.0,1376.1599999999999,8.0,3,3,0.4599465240641711
TEC-PH-10004910,"Samsung Signal Booster, Full Size",Technology,Phones,2951.0,1373.232,22.0,4,4,0.4653446289393426
TEC-STA-10003330,"StarTech Printer, Red",Technology,Machines,3394.0,1372.608,14.0,6,6,0.4044219210371243
TEC-CO-10001342,"HP Wireless Fax, Digital",Technology,Copiers,3491.0,1367.145,10.0,3,3,0.39161987969063305
TEC-AC-10004808,"Memorex Router, Erganomic",Technology,Accessories,4612.0,1366.398,19.0,5,5,0.29627016478751084
FUR-BO-10003779,"Ikea Library with Doors, Traditional",Furniture,Bookcases,3198.0,1366.152,9.0,3,3,0.4271894934333959
FUR-HON-10003533,"Hon Executive Leather Armchair, Adjustable",Furniture,Chairs,5057.0,1364.88,11.0,3,3,0.2698991496934942
TEC-PH-10000493,"Apple Smart Phone, Full Size",Technology,Phones,7332.0,1364.25,13.0,5,5,0.18606792144026185
OFF-ST-10004646,"Fellowes Lockers, Blue",Office Supplies,Storage,3014.0,1359.956,23.0,4,4,0.45121300597213004
TEC-PH-10003856,"Motorola Smart Phone, with Caller ID",Technology,Phones,9683.0,1355.4,15.0,3,3,0.13997727976866675
OFF-ST-10001526,Iceberg Mobile Mega Data/Printer Cart,Office Supplies,Storage,5173.0,1345.2894,43.0,7,6,0.26005981055480376
FUR-BO-10004053,"Dania Library with Doors, Metal",Furniture,Bookcases,5574.0,1338.504,18.0,7,7,0.24013347685683528
TEC-AC-10003506,"Enermax Router, Erganomic",Technology,Accessories,3329.0,1331.85,13.0,3,3,0.40007509762691496
OFF-ST-10004695,"Fellowes File Cart, Blue",Office Supplies,Storage,4051.0,1331.115,33.0,11,11,0.3285892372253765
